/Users/zshor/Library/Python/3.9/lib/python/site-packages/urllib3/__init__.py:35: NotOpenSSLWarning: urllib3 v2 only supports OpenSSL 1.1.1+, currently the 'ssl' module is compiled with 'LibreSSL 2.8.3'. See: https://github.com/urllib3/urllib3/issues/3020
  warnings.warn(
2025-07-22 09:23:16,386 - INFO - 🚗 Starting Production Citation GPS Processing
2025-07-22 09:23:16,386 - INFO - ============================================================
2025-07-22 09:23:16,387 - INFO - Loading citations from file: temp_citations_for_geocoding.csv
/Users/zshor/Desktop/SFParkingApp/data_processing/production/core/production_citation_processor.py:164: DtypeWarning: Columns (2) have mixed types. Specify dtype option on import or set low_memory=False.
  df = pd.read_csv(input_file)
2025-07-22 09:23:24,668 - INFO - ✅ Loaded 495303 citations from file
2025-07-22 09:23:25,095 - INFO - Resuming: 161744 already processed, 495303 remaining
2025-07-22 09:23:25,095 - INFO - Processing 495303 citations in batches of 1000
2025-07-22 09:23:25,095 - INFO - Processing batch 1: citations 1-1000 of 495303
2025-07-22 09:23:25,622 - INFO - Processed 10 citations. Success rate: 90.0% (H:9, M:0, F:1)
2025-07-22 09:24:35,526 - INFO - Processed 4770 citations. Success rate: 95.5% (H:4461, M:94, F:215)
2025-07-22 09:24:35,697 - INFO - Processed 4780 citations. Success rate: 95.5% (H:4470, M:95, F:215)
2025-07-22 09:24:35,831 - INFO - Processed 4790 citations. Success rate: 95.5% (H:4477, M:98, F:215)
2025-07-22 09:24:35,965 - INFO - Processed 4800 citations. Success rate: 95.5% (H:4485, M:99, F:216)
2025-07-22 09:24:36,149 - INFO - Processed 4810 citations. Success rate: 95.5% (H:4493, M:100, F:217)
2025-07-22 09:24:36,256 - INFO - Processed 4820 citations. Success rate: 95.5% (H:4502, M:100, F:218)
2025-07-22 09:24:36,386 - INFO - Processed 4830 citations. Success rate: 95.5% (H:4512, M:100, F:218)
2025-07-22 09:24:36,556 - INFO - Processed 4840 citations. Success rate: 95.4% (H:4519, M:100, F:221)
2025-07-22 09:24:36,683 - INFO - Processed 4850 citations. Success rate: 95.4% (H:4528, M:100, F:222)
2025-07-22 09:24:36,819 - INFO - Processed 4860 citations. Success rate: 95.4% (H:4537, M:100, F:223)
2025-07-22 09:24:36,966 - INFO - Processed 4870 citations. Success rate: 95.4% (H:4545, M:100, F:225)
2025-07-22 09:24:37,114 - INFO - Processed 4880 citations. Success rate: 95.3% (H:4550, M:100, F:230)
2025-07-22 09:24:37,234 - INFO - Processed 4890 citations. Success rate: 95.3% (H:4558, M:100, F:232)
2025-07-22 09:24:37,394 - INFO - Processed 4900 citations. Success rate: 95.2% (H:4566, M:100, F:234)
2025-07-22 09:24:37,526 - INFO - Processed 4910 citations. Success rate: 95.2% (H:4576, M:100, F:234)
2025-07-22 09:24:37,655 - INFO - Processed 4920 citations. Success rate: 95.2% (H:4586, M:100, F:234)
2025-07-22 09:24:37,798 - INFO - Processed 4930 citations. Success rate: 95.3% (H:4596, M:100, F:234)
2025-07-22 09:24:37,958 - INFO - Processed 4940 citations. Success rate: 95.3% (H:4606, M:100, F:234)
2025-07-22 09:24:38,085 - INFO - Processed 4950 citations. Success rate: 95.3% (H:4616, M:100, F:234)
2025-07-22 09:24:38,258 - INFO - Processed 4960 citations. Success rate: 95.3% (H:4626, M:100, F:234)
2025-07-22 09:24:38,416 - INFO - Processed 4970 citations. Success rate: 95.3% (H:4636, M:100, F:234)
2025-07-22 09:24:38,553 - INFO - Processed 4980 citations. Success rate: 95.3% (H:4646, M:100, F:234)
2025-07-22 09:24:38,678 - INFO - Processed 4990 citations. Success rate: 95.3% (H:4656, M:100, F:234)
2025-07-22 09:24:38,829 - INFO - Processed 5000 citations. Success rate: 95.3% (H:4666, M:100, F:234)
2025-07-22 09:24:38,831 - INFO - Batch completed: 955/1000 success (95.5%)
2025-07-22 09:24:38,831 - INFO - Processing batch 6: citations 5001-6000 of 495303
2025-07-22 09:24:39,415 - INFO - Processed 5010 citations. Success rate: 95.3% (H:4676, M:100, F:234)
2025-07-22 09:24:39,543 - INFO - Processed 5020 citations. Success rate: 95.3% (H:4686, M:100, F:234)
2025-07-22 09:24:39,666 - INFO - Processed 5030 citations. Success rate: 95.3% (H:4695, M:101, F:234)
2025-07-22 09:24:39,850 - INFO - Processed 5040 citations. Success rate: 95.4% (H:4705, M:101, F:234)
2025-07-22 09:24:39,978 - INFO - Processed 5050 citations. Success rate: 95.4% (H:4715, M:101, F:234)
